"ERR2103718_sorted"	"ERR2103722_sorted"	"ERR2103723_sorted"
"gene:Rv2208"	55	68.83	54.67
"putative_sRNA:m2472528_2473389"	101	93	77.33
"putative_UTR:p2473289_2473399"	94	70.42	93.5
"gene:Rv2209"	210.5	136.92	163
"putative_UTR:m2474499_2474863"	134.33	176.5	133
"gene:Rv2210c"	274	405.42	262.17
"putative_UTR:m2475971_2476041"	23.83	34.42	26.33
"gene:Rv2211c"	294.67	400.67	287.83
"gene:Rv2212"	157	208.33	172.17
"putative_sRNA:m2477901_2478705"	21.5	30	19.75
"gene:Rv2213"	290.5	322.33	256
"gene:Rv2214c"	739	906.83	609
"putative_UTR:m2481702_2481729"	66	83.83	68.33
"putative_UTR:p2481889_2481964"	69	68.58	54.83
"gene:Rv2215"	1433.75	1365.17	1034.67
"gene:Rv2216"	493.5	499.08	342.33
"putative_UTR:p2484541_2484583"	20.83	21.5	11.83
"gene:Rv2217"	206.17	250.42	172.67
"putative_sRNA:m2484770_2485093"	12	11	15
"gene:Rv2218"	445.25	565.92	474.75
"putative_UTR:p2486209_2486234"	76.92	101.33	63.92
"gene:Rv2219"	547.58	680.33	472.58
"putative_UTR:p2486988_2487077"	43.67	56	37
"gene:Rv2219A"	93	114.5	79.5
"putative_UTR:p2487482_2487614"	158.33	184.5	179
"gene:Rv2220"	2080.83	2674	2953
"putative_sRNA:m2488096_2488230"	8	4	12
"putative_UTR:p2489052_2489274"	331.5	375	455.33
"putative_UTR:m2489307_2489368"	21.33	28.83	19.5
"gene:Rv2221c"	862.5	800.83	638.17
"putative_sRNA:p2489977_2490244"	8	6.5	4
"putative_UTR:m2492354_2492401"	39.17	57.08	46.5
"gene:Rv2222c"	1104.25	1651.25	1250.17
"gene:Rv2223c"	178	299.17	214.5
"gene:Rv2224c"	660.33	845.83	613.17
"putative_sRNA:m2497549_2498369"	132.5	131.17	105.5
"putative_UTR:p2497688_2497741"	4	6	7
"gene:Rv2225"	66.83	101.5	79
"gene:Rv2226"	152.83	194.33	151.33
"putative_sRNA:m2499198_2499380"	1	3	4
"putative_sRNA:m2500131_2500820"	110676.92	77380.75	77897.58
"putative_sRNA:p2500386_2500819"	170.83	104.42	119.17
"gene:Rv2227"	87.5	131.5	113.83
"putative_UTR:m2501209_2501643"	127	175.17	138.5
"gene:Rv2228c"	263.67	334.17	239
"gene:Rv2229c"	191.33	210.5	145
"gene:Rv2230c"	123.83	158.17	94.33
"gene:Rv2231c"	105.5	157	85.83
"putative_sRNA:p2505652_2506153"	58.5	75.5	36.83
"gene:Rv2231A"	2	3.33	0.5
"gene:Rv2231B"	23.5	11.33	10
"gene:Rv2232"	50	76.33	57.83
"putative_sRNA:m2506501_2506663"	40.5	28.33	26.5
"putative_sRNA:m2506979_2507338"	15	13	6
"gene:Rv2234"	67.5	75.83	61.33
"gene:Rv2235"	156.33	172.67	153.17
"gene:Rv2236c"	17	16	19
"putative_UTR:p2508453_2508481"	21.83	27.83	17.33
"gene:Rv2237"	161.17	196.08	168.83
"putative_UTR:m2510031_2510350"	354.5	303.67	303.67
"gene:Rv2237A"	223	206.17	185.5
"putative_UTR:m2510670_2510714"	66.83	99.33	80
"gene:Rv2238c"	623.08	763.25	555.17
"gene:Rv2239c"	919.25	1029.92	736.08
"putative_UTR:m2511653_2511689"	27.83	33.5	27.25
"gene:Rv2240c"	159	267	177.58
"putative_UTR:p2512295_2512538"	123.33	182	140.25
"gene:Rv2241"	2335.58	2505.5	1818.58
"putative_UTR:p2515245_2515303"	45	44	36.67
"gene:Rv2242"	160.83	250.17	237.5
"putative_sRNA:m2516050_2516674"	49	66.83	41.5
"gene:Rv2243"	631.08	1021.33	692.58
"gene:EBG00000313389"	1	0	0
"putative_UTR:p2517696_2517770"	562.33	971.08	565.62
"gene:Rv2244"	2190.17	3611.58	2220.03
"gene:Rv2245"	2897.5	4120.36	2696.33
"putative_UTR:p2519366_2519395"	149.58	215.7	146.83
"gene:Rv2246"	1660.91	2254.78	1580.16
"putative_sRNA:m2519622_2519803"	1	2	3
"putative_sRNA:m2520379_2520741"	11	16	23.5
"putative_UTR:p2520713_2520742"	192.67	253.75	211.67
"gene:Rv2247"	2178	2522.25	1903.5
"putative_UTR:p2522165_2522359"	127.5	178.42	140.5
"gene:Rv2248"	203.83	347.08	247.5
"putative_sRNA:p2523222_2523745"	7	28.5	16.5
"gene:Rv2249c"	11.5	23.5	16
"gene:Rv2250c"	5	17	6
"gene:Rv2250A"	13	22.5	25
"gene:Rv2251"	70.5	132	84.5
"gene:Rv2252"	72.5	107.5	91.5
"gene:Rv2253"	14.5	49	53.5
"gene:Rv2254c"	6.5	20.67	14.75
"gene:Rv2255c"	24.33	67.33	38.5
"putative_UTR:m2529175_2529340"	64.33	198.67	126.25
"gene:Rv2256c"	397.67	911.83	721.58
"putative_UTR:m2529875_2530003"	197.33	250.83	252.33
"gene:Rv2257c"	272	308.58	238.83
"gene:Rv2258c"	762.83	845.67	573.75
"putative_UTR:m2531898_2532200"	258.33	326.42	184
"gene:Rv2259"	304.33	379.83	282.33
"gene:Rv2260"	199	266.83	179.42
"putative_UTR:p2533966_2534104"	33.17	61	39.83
"gene:Rv2261c"	36.5	20.5	21.5
"putative_sRNA:p2534370_2534649"	12	30	25
"gene:Rv2262c"	84.83	60.5	53.83
"gene:Rv2263"	83	91	73.83
"gene:Rv2264c"	159.67	148.5	117.5
"putative_sRNA:m2538393_2538631"	96.33	57.67	87
"gene:Rv2265"	27.5	28	31.5
"gene:Rv2266"	408	188.5	175.33
"gene:Rv2267c"	188.58	159.67	188.5
"gene:Rv2268c"	144.33	100	89.33
"gene:Rv2269c"	1.5	2.5	3.5
"putative_sRNA:p2544383_2544667"	35.5	22.5	20
"gene:Rv2270"	20	26.5	12.67
"putative_UTR:p2545303_2545331"	103.58	143.5	110.17
"gene:Rv2271"	334.25	485.83	410.92
"putative_UTR:p2545632_2545736"	150.42	248.75	219.25
"gene:Rv2272"	185.58	234.17	174.67
"gene:Rv2273"	47.25	55	46
"gene:Rv2274c"	15	19.5	14
"putative_UTR:p2546825_2546882"	14.5	47.5	32.33
"gene:Rv2274A"	6	14	14
"gene:Rv2275"	128.83	349.5	234.5
"gene:Rv2276"	158.83	368.83	206.33
"putative_sRNA:p2548968_2549106"	13.83	66	31
"gene:Rv2277c"	7	8	6
"gene:Rv2278"	13.5	20	17.5
"gene:Rv2279"	26	28	28.5
"putative_UTR:p2551529_2551559"	44.83	54	33.83
"gene:Rv2280"	487.83	576.25	383.17
"putative_UTR:p2552940_2553059"	46.67	53.58	34.67
"putative_UTR:p2553076_2553172"	13.83	29	21.33
"gene:Rv2281"	92.5	122.5	94.5
"gene:Rv2282c"	32	48	30
"gene:Rv2283"	1.5	3.5	4
"gene:Rv2284"	243.17	230.17	161.5
"putative_sRNA:m2557372_2557723"	32.5	43.5	47.5
"gene:Rv2285"	322	314.75	236.83
"putative_sRNA:m2558586_2558741"	36	75	33
"putative_UTR:p2558811_2558917"	32	59	39
"gene:Rv2286c"	115	125	133.5
"gene:Rv2287"	88.5	102.5	77.5
"putative_sRNA:m2560079_2560687"	77	73.5	61
"gene:Rv2288"	473.67	479.33	369.2
"gene:Rv2289"	1373.17	1457.83	1121.53
"putative_UTR:p2562458_2562598"	216.67	304.5	262.67
"gene:Rv2290"	430.08	690	584.78
"putative_UTR:p2563115_2563173"	228.58	284.75	250.12
"gene:Rv2291"	644.42	699	554.78
"gene:Rv2292c"	7	15	15.5
"putative_UTR:p2564029_2564134"	88.17	77.17	48.33
"gene:Rv2293c"	58.5	109.5	91.5
"putative_sRNA:p2564337_2564472"	11.5	37	28.5
"putative_sRNA:p2564531_2564694"	23.5	39.5	26
"gene:Rv2294"	144.5	245.5	153
"gene:Rv2295"	501	693	561.17
"putative_sRNA:m2567340_2568106"	115	96.5	62
"putative_UTR:p2567411_2567503"	34.17	46	43.83
"gene:Rv2296"	314	388.28	321.42
"putative_UTR:p2568407_2568437"	36.67	61.45	52.25
"gene:Rv2297"	185.5	246.45	228.83
"putative_UTR:p2568891_2569081"	71.33	69.67	72
"gene:Rv2298"	379.33	382.83	302.33
"gene:Rv2299c"	998.33	1304.17	943
"putative_sRNA:p2570251_2570405"	48	50.5	40
"putative_sRNA:p2570911_2571009"	0	3	1
"gene:Rv2300c"	73.5	81.33	77.33
"gene:Rv2301"	282.83	282.5	252
"putative_UTR:p2573708_2573812"	201.5	202.5	183.17
"gene:Rv2302"	290.33	261	246.83
"putative_UTR:p2574056_2574559"	362.83	398	330.17
"gene:Rv2303c"	114.83	60	68.33
"gene:Rv2304c"	45.5	26.5	31.33
"putative_sRNA:m2575307_2575589"	96.33	65	73.83
"gene:Rv2305"	51.5	79.33	54
"gene:Rv2306A"	20	29.33	11
"gene:Rv2306B"	12.5	18	12
"gene:Rv2307c"	79	93.5	73.83
"gene:Rv2307A"	19	23.5	16.5
"gene:Rv2307B"	24.5	52.5	32.5
"gene:Rv2307D"	13.5	29.5	44
"gene:Rv2308"	36.5	45.83	42.33
"putative_sRNA:m2581316_2581743"	79	135	92.83
"gene:Rv2309c"	127.5	205	228.5
"putative_sRNA:p2582183_2582438"	35.5	27	14
"gene:Rv2309A"	4	6	9.5
"gene:Rv2310"	2	2	0.5
"gene:Rv2311"	20	36.5	26.5
"putative_sRNA:m2584359_2584615"	32.5	30.5	34.33
"gene:Rv2312"	37.5	55	35
"putative_UTR:m2584791_2585051"	149.5	156.75	160.58
"gene:Rv2313c"	587.67	504.58	427.08
"gene:Rv2314c"	379	469.5	310
"putative_sRNA:p2586697_2586903"	1	5	4
"gene:Rv2315c"	345.17	427.83	303.33
"gene:Rv2316"	11.5	14.5	10.5
"gene:Rv2317"	6.5	11.5	7
"gene:Rv2318"	43.5	64	58
"putative_sRNA:m2590979_2591171"	1	7	1.5
"gene:Rv2319c"	36	56.5	81.5
"gene:Rv2320c"	53	91.5	110.33
"gene:Rv2321c"	22.5	41.33	36.67
"gene:Rv2322c"	30	48	78.33
"gene:Rv2323c"	43	78.83	90
"gene:Rv2324"	31	58	51.5
"putative_UTR:m2596963_2597008"	19.67	26.5	15.5
"gene:Rv2325c"	316.67	392.67	272.83
"gene:Rv2326c"	778.67	911.17	667.17
"gene:Rv2327"	126	246	157.33
"putative_sRNA:m2600168_2600670"	64.5	57	73
"gene:Rv2328"	115.5	161	135.5
"putative_UTR:m2601473_2601913"	153	264.17	472.83
"gene:Rv2329c"	1317.83	2353.5	3576.33
"putative_UTR:m2603462_2603602"	44.5	80	140.42
"gene:Rv2330c"	22	53	50.5
"gene:Rv2331"	56	93.67	69.33
"gene:Rv2331A"	41	64.83	51.17
"gene:Rv2332"	139.5	237.83	207.67
"putative_UTR:m2606591_2606707"	69.33	44.5	28
"gene:Rv2333c"	710	363	326.33
"putative_sRNA:p2607011_2607375"	22.33	36	22
"putative_UTR:p2608541_2608795"	117.5	348	238.83
"gene:Rv2334"	306	745.67	505.67
"gene:Rv2335"	104	196	153
"putative_UTR:p2610422_2610499"	25.5	43.17	19
"putative_UTR:p2610790_2610836"	44.2	68.33	49.58
"gene:Rv2336"	651.53	659.33	442.08
"putative_sRNA:m2611230_2611488"	71.5	137.5	122
"putative_UTR:p2611806_2611966"	83.5	99	90.33
"gene:Rv2337c"	385.17	403.5	365
"putative_UTR:m2612988_2613106"	117.33	100.17	89.5
"gene:Rv2338c"	664.33	658.83	614.5
"putative_UTR:m2614064_2614091"	63.17	63.17	62.83
"putative_UTR:p2614562_2614692"	50.83	78.83	64.67
"gene:Rv2339"	873	1389.67	1081.5
"putative_sRNA:m2617008_2617351"	226.5	108.5	143.5
"putative_UTR:p2617582_2617623"	23.83	31.67	30.5
"gene:Rv2340c"	267.5	175.83	163.67
"putative_sRNA:p2617768_2617954"	13.33	18.83	16.17
"putative_UTR:m2618909_2618972"	55.5	57.33	63
"putative_sRNA:m2619184_2619395"	52	47	34
"gene:Rv2341"	10	13	14
"gene:Rv2342"	136.67	130	132.08
"putative_UTR:m2620485_2620532"	23.83	17.5	19.83
"putative_UTR:p2620530_2620598"	50.67	56.33	58.08
"gene:Rv2343c"	643.17	696.5	554.33
"gene:Rv2344c"	249.33	264.5	217.5
"gene:Rv2345"	255	298.33	262
"putative_sRNA:m2624022_2624451"	53	62	82
"putative_UTR:m2625239_2625887"	955.83	680.08	794.83
"putative_sRNA:p2625856_2626123"	21	16.5	23.33
"gene:Rv2346c"	5316.64	3401.83	3876.36
"putative_UTR:m2626173_2626222"	1629.89	1123.33	1296.86
"gene:Rv2347c"	5121.14	3192.91	3529.69
"putative_UTR:m2626520_2626653"	3278.23	1969.08	2127.36
"gene:Rv2348c"	3365.31	2063.33	2125.31
"putative_UTR:m2626981_2627037"	530.92	291.58	321.2
"putative_UTR:m2627102_2627171"	18.5	35.33	28.92
"gene:Rv2349c"	310	643.5	436.75
"putative_UTR:m2628699_2628780"	42.67	109.67	67
"gene:Rv2350c"	333.17	830.33	531.67
"putative_sRNA:p2630415_2630611"	18	21	33
"gene:Rv2351c"	131.83	232.17	173.5
"putative_UTR:m2632076_2632109"	24.33	37.83	23.5
"putative_UTR:m2632800_2632922"	55.25	26.67	30.83
"gene:Rv2352c"	214.25	168.33	175.83
"gene:Rv2353c"	3	1	4
"gene:Rv2354"	12.33	15.83	12
"gene:Rv2355"	33.83	44.33	39.5
"putative_sRNA:m2636980_2637280"	51.5	88	75.83
"putative_sRNA:p2637485_2638291"	206.33	369	324.5
"putative_UTR:m2637513_2637687"	38	85.83	59.58
"gene:Rv2356c"	756.33	1234.92	816.67
"putative_sRNA:p2638741_2639012"	18	69.5	51.5
"gene:Rv2357c"	318.17	433.5	329.17
"putative_UTR:p2641204_2641245"	81.83	109.67	83.17
"gene:Rv2358"	290.83	321.08	215.33
"putative_sRNA:m2641514_2641601"	10	16	13
"gene:Rv2359"	297.33	246.92	168.17
"putative_UTR:p2642043_2642101"	55.83	57.83	33
"gene:Rv2360c"	93.83	167.33	128.17
"gene:Rv2361c"	289.83	401.83	290.5
"putative_sRNA:p2642907_2643031"	20.5	38	13.5
"gene:Rv2362c"	127.5	171.5	114.67
"gene:Rv2363"	78.5	96	110.33
"gene:Rv2364c"	363	556.17	356.67
"putative_UTR:m2646674_2646746"	23	32.67	30.67
"gene:Rv2365c"	46.33	66.08	55.83
"gene:Rv2366c"	351.83	623.08	405
"gene:Rv2367c"	277	495.83	350.58
"gene:Rv2368c"	823	1136.42	760.17
"putative_sRNA:p2649637_2650391"	317.33	294.5	316.83
"gene:Rv2369c"	89.5	85.25	74.75
"gene:Rv2370c"	59.33	70	48.5
"gene:Rv2371"	8.5	9	6
"gene:Rv2372c"	141.5	168.17	131.08
"putative_sRNA:p2652448_2653324"	41.5	56	51.5
"gene:Rv2373c"	442.5	602.67	456.75
"putative_UTR:m2653988_2654061"	46.5	71.17	56.5
"gene:Rv2374c"	622	802.25	571.5
"putative_UTR:m2655094_2655608"	931.87	1194.17	965.67
"gene:Rv2375"	186	151.5	156.5
"putative_UTR:p2655583_2655618"	37.5	30	31.5
"gene:Rv2376c"	967.78	1097.75	919.92
"putative_UTR:m2656116_2656214"	104	137.33	113.42
"gene:Rv2377c"	31	36.33	28.92
"gene:Rv2378c"	87.17	129	91.58
"gene:Rv2379c"	213	276.5	177
"putative_sRNA:p2659632_2659745"	6	11	15.5
"gene:Rv2380c"	255	331	238.83
"putative_UTR:m2667116_2667254"	6	7.17	1.83
"gene:Rv2381c"	99.5	94.5	77.83
"gene:Rv2382c"	27.5	37	24.5
"gene:Rv2383c"	92	70	62
"putative_UTR:m2675838_2675874"	1.5	1	1.5
"gene:Rv2384"	15.5	18.5	16
"gene:Rv2385"	32	53.5	33.5
"gene:Rv2386c"	36	49	16.5
"putative_sRNA:p2680357_2680706"	126	205.33	249.67
"putative_sRNA:m2680432_2681020"	306	330.5	266.67
"gene:Rv2387"	223.83	364	356.83
"gene:Rv2388c"	232.33	287.83	208.42
"putative_UTR:m2683143_2683247"	36.33	56.17	52.25
"gene:Rv2389c"	88.83	115.83	98.33
"gene:Rv2390c"	48.33	60.83	37
"putative_sRNA:p2683856_2684392"	66.5	105.33	110
"putative_UTR:m2684267_2684299"	7.5	11.5	6.5
"putative_UTR:p2684426_2684678"	527.58	684.03	493.08
"gene:Rv2391"	2773.33	3384.7	2419.58
"gene:Rv2392"	935.42	1047.33	718.5
"gene:Rv2393"	392.17	475	328.67
"putative_UTR:p2687974_2688009"	74.33	85.08	53.33
"gene:Rv2394"	739.17	833.58	724.67
"putative_sRNA:m2689004_2689107"	14.5	9.5	5.5
"gene:Rv2395"	600.17	749.75	546
"gene:EBG00000313380"	3373.33	2028.91	2026.2
"putative_sRNA:m2692217_2692360"	10	5.5	6.5
"gene:Rv2395A"	3063.91	1860.25	1865.28
"gene:Rv2395B"	2163.36	1072.86	1100.75
"putative_UTR:p2692716_2692798"	1511.86	694.7	697.16
"gene:Rv2396"	2348.91	1116.66	1138
"putative_UTR:p2693885_2694289"	444.83	287.42	303.67
"gene:Rv2397c"	137.5	205.5	155
"putative_sRNA:p2694798_2695056"	27	16	14.5
"gene:Rv2398c"	134.83	190.83	145.33
"gene:Rv2399c"	88.83	140.17	77.33
"putative_sRNA:p2695876_2696730"	371.83	341.33	216
"gene:Rv2400c"	91	186.33	163
"gene:Rv2401"	23.5	16.5	8
"putative_sRNA:m2697766_2697874"	17	46.83	25
"gene:Rv2401A"	39.5	37.5	46
"putative_sRNA:m2698350_2698840"	68.83	59.5	56
"gene:Rv2402"	463.83	521	456
"putative_sRNA:p2700518_2701042"	98	98.5	94
"gene:Rv2403c"	159	252.17	170.5
"gene:Rv2404c"	290.67	408.5	337
"gene:Rv2405"	556.17	443	337
"putative_UTR:m2703834_2704008"	56.67	34.33	40
"gene:Rv2406c"	770.5	585.33	536.33
"putative_UTR:m2704438_2704467"	71.67	63.17	61.5
"gene:Rv2407"	94	73.5	66.5
"putative_sRNA:m2705611_2706031"	41	42	32
"gene:Rv2408"	7	7	2.5
"gene:Rv2409c"	302.83	369.83	469.33
"putative_sRNA:p2706750_2707067"	12.5	15.5	11
"gene:Rv2410c"	301.83	303.83	471
"gene:Rv2411c"	533.5	563.5	913.5
"putative_sRNA:p2709851_2709990"	7.83	2.83	5.5
"putative_UTR:p2710044_2710074"	61.83	74	70.08
"gene:Rv2412"	322.33	385	328.08
"putative_UTR:m2710179_2710350"	55	69.83	57.08
"putative_UTR:p2710336_2710506"	126.5	168.17	139.67
"gene:Rv2413c"	69	86.33	51.58
"putative_sRNA:p2710837_2710978"	2	13	3.5
"gene:Rv2414c"	187.33	160	136.5
"gene:Rv2415c"	35	31.67	33
"gene:Rv2416c"	137.33	145	101.5
"gene:Rv2417c"	117.17	156.83	141.5
"putative_UTR:m2716315_2716394"	43.33	58.5	46.67
"gene:Rv2418c"	128	183	136.17
"gene:Rv2419c"	179.17	196.58	160.83
"putative_sRNA:p2717651_2717876"	6.5	8	6
"gene:Rv2420c"	84.33	129.58	92
"gene:Rv2421c"	141.17	179.83	130
"putative_sRNA:m2718955_2719145"	20	27	15.5
"gene:Rv2422"	0	0	0
"gene:Rv2423"	126	134.5	110.83
"putative_UTR:p2720644_2720897"	81	95.5	67.33
"gene:Rv2424c"	41.33	60.67	59.67
"putative_UTR:m2721833_2721865"	15.83	24.33	23.5
"gene:Rv2425c"	324.83	344.67	302
"gene:Rv2426c"	276.03	353.08	254.25
"putative_UTR:m2724184_2724229"	53.87	71.25	60.92
"gene:Rv2427c"	305.2	395.75	298.75
"putative_sRNA:p2724731_2724884"	8	17	6
"putative_UTR:p2726152_2726192"	16.33	27	19.5
"gene:Rv2428"	88.5	164.33	134.17
"putative_sRNA:m2726369_2726483"	9	36	18
"putative_UTR:p2726781_2726805"	5.67	15.33	8.5
"gene:Rv2429"	42.67	121.67	95.83
"putative_UTR:m2726919_2727335"	311	492.87	421.83
"gene:Rv2430c"	1270	1947.62	1680.53
"putative_UTR:m2727921_2727966"	162.67	291.67	298.87
"gene:Rv2431c"	368.42	628.91	560.53
"putative_sRNA:p2727974_2728143"	14	32	17
"putative_UTR:m2728267_2728436"	269.33	458.67	438.78
"gene:Rv2432c"	107.08	189.75	187.62
"putative_sRNA:p2728467_2728620"	9.5	25.5	24.5
"gene:Rv2433c"	11	12.33	16
"gene:Rv2434c"	130.5	201.83	168
"gene:Rv2435c"	311.33	425.5	374
"gene:Rv2436"	36.5	94.5	39
"gene:Rv2437"	5	26.5	9
"putative_UTR:m2734613_2734791"	61.83	85.33	65.5
"gene:Rv2438c"	682.33	894.17	644.17
"gene:Rv2438A"	2	0	0
"gene:Rv2439c"	103.33	88.33	67.33
"putative_sRNA:p2737286_2737431"	9	4	4
"gene:Rv2440c"	360.92	419.7	309.5
"putative_UTR:m2739687_2739771"	221.75	272.03	192.25
"gene:Rv2441c"	411.25	494.17	379.33
"gene:Rv2442c"	387.58	478.83	409.08
"putative_UTR:m2740362_2740479"	107.33	150.5	147.75
"putative_sRNA:m2740541_2740992"	43	66.67	53.83
"gene:Rv2443"	170.5	239.5	173
"putative_sRNA:m2741020_2741181"	18.5	38.33	30
"putative_sRNA:m2741309_2741699"	86	192.17	145.5
"putative_UTR:m2741771_2742122"	175.33	206.5	167.67
"gene:Rv2444c"	2993.58	3359.92	2444.08
"putative_sRNA:p2742492_2742615"	11.5	10.5	12.5
"putative_sRNA:p2744364_2744770"	28	53	39
"putative_UTR:m2744985_2745313"	345	331.17	362.42
"gene:Rv2445c"	317.83	353.5	291
"putative_UTR:m2745725_2745766"	23	31.5	23
"gene:Rv2446c"	67	97.33	57.5
"gene:Rv2447c"	269.5	387.17	277.17
"gene:Rv2448c"	572	824	610.83
"gene:Rv2449c"	241.83	284.83	193
"gene:Rv2450c"	0	21	10.5
"putative_sRNA:m2752247_2752398"	10	32.5	15.5
"gene:Rv2451"	4	7.5	1
"putative_UTR:m2752516_2752847"	55.5	124.17	128.17
"gene:Rv2452c"	13	40.17	40.67
"gene:Rv2453c"	102	152.42	121.17
"gene:Rv2454c"	819.5	1050.92	795
"gene:Rv2455c"	1689	1800.75	1350.83
"putative_sRNA:p2756568_2756676"	0	1	2
"putative_UTR:m2756705_2756800"	134.33	142.08	124.5
"putative_UTR:m2756883_2756935"	42.92	32.25	28.33
"gene:Rv2456c"	450.58	499.5	413.25
"gene:Rv2457c"	8106.92	7747.2	6712.67
"putative_UTR:m2759489_2759739"	613.67	704.2	569.67
"gene:Rv2458"	58	56.5	39.33
"putative_sRNA:m2759942_2760067"	5	10	2
"putative_UTR:p2760751_2760853"	265.67	166.25	172.33
"gene:Rv2459"	1584.67	1044.25	1001.83
"putative_sRNA:m2761556_2761692"	14	78.33	39.5
"putative_UTR:m2762284_2762530"	258.33	257.67	224.33
"putative_UTR:p2762381_2762414"	38	28.5	29
"gene:Rv2460c"	1170	1213.33	1002.92
"gene:Rv2461c"	950.17	1120.17	817.67
"putative_UTR:m2763775_2763890"	144.83	189.67	153.33
"putative_sRNA:p2763819_2764046"	4	5	5
"gene:Rv2462c"	1018.67	1522.17	1004.17
"putative_UTR:m2765292_2765330"	43.17	87.83	55.83
"putative_UTR:m2765405_2765536"	77.5	86.67	70
"putative_UTR:p2765612_2765654"	26.17	62.25	54.5
"gene:Rv2463"	477.17	746.25	546.83
"putative_sRNA:m2765727_2766341"	35.5	56	49.33
"putative_sRNA:m2766621_2766756"	20	16.5	6.5
"putative_UTR:p2766840_2767026"	70.17	109.5	84.33
"gene:Rv2464c"	127	161.33	106.5
"gene:Rv2465c"	113	118.17	75.83
"putative_UTR:m2768160_2768260"	10.5	3.5	4.33
"gene:Rv2466c"	160.08	119.33	151.5
"putative_UTR:m2768885_2768910"	19.58	18.83	20.83
"gene:Rv2467"	685.25	859.5	652.33
"gene:Rv2468c"	415.08	474	401.42
"putative_sRNA:p2771780_2771853"	2	4	0
"gene:Rv2468A"	210.58	273.67	212.75
"putative_sRNA:p2772272_2773052"	73.5	94.5	71.5
"gene:Rv2469c"	168.17	182.33	240.17
"gene:Rv2470"	159.83	239.42	151
"gene:Rv2471"	183.17	365.92	262.5
"putative_sRNA:m2774624_2774982"	30	29.5	31
"gene:Rv2472"	218.33	189.83	153.83
"gene:Rv2473"	126	154.83	135.33
"putative_UTR:m2776148_2776315"	52.5	88.17	49
"gene:Rv2474c"	280.17	301	191
"putative_sRNA:p2776318_2776634"	102.5	123.5	100.67
"gene:Rv2475c"	431.5	443.5	324.33
"gene:Rv2476c"	3717.5	3845.92	2712.17
"putative_UTR:m2782263_2782365"	130.83	164.33	140.67
"gene:Rv2477c"	1257.92	1597.25	1118.17
"putative_UTR:m2784043_2784122"	52.25	54.33	39.83
"gene:Rv2478c"	28.33	54.17	42
"gene:Rv2479c"	29.33	40	34.5
"gene:Rv2480c"	12.33	15	6.5
"putative_sRNA:p2786264_2786756"	216	168.33	159.5
"gene:Rv2481c"	30.83	32	24.5
"gene:Rv2482c"	1967.5	1419.75	1106.5
"gene:Rv2483c"	1408.33	884.08	805.83
"gene:Rv2484c"	1283.67	802.58	770
"putative_UTR:m2792495_2792584"	163.33	94.25	83.5
"gene:Rv2485c"	579.33	448.67	370.33
"putative_sRNA:p2793167_2793308"	1	2	1
"putative_sRNA:p2793679_2794016"	6	18	11
"gene:Rv2486"	89.5	110	95.33
"gene:Rv2487c"	29	20.83	24.5
"gene:Rv2488c"	241.33	256.5	263.5
"gene:Rv2489c"	8	10.5	12.5
"putative_sRNA:p2801108_2801678"	17	25.5	12.5
"gene:Rv2490c"	17	26	11
"putative_sRNA:p2802001_2802177"	0	5.5	0
"gene:Rv2491"	8.5	14.5	14.5
"gene:Rv2492"	23	36.5	33.83
"putative_sRNA:m2807911_2808168"	13	45	17
"gene:Rv2493"	59.5	143.5	110.33
"gene:Rv2494"	79	188	137.5
"putative_UTR:m2808471_2808757"	125.83	228.83	159
"putative_UTR:p2808736_2808914"	27.5	98.5	53.83
"gene:Rv2495c"	640.67	872.33	574.42
"gene:Rv2496c"	557.83	691.67	453.08
"gene:Rv2497c"	744.17	903.33	614.25
"putative_UTR:m2812097_2812354"	155	230.67	143.25
"gene:Rv2498c"	179.67	300	201
"gene:Rv2499c"	235.67	300.08	215.67
"gene:Rv2500c"	921.67	1148.08	945
"putative_sRNA:p2814431_2814630"	4	3	4.5
"gene:Rv2501c"	430.83	620.17	493.58
"gene:Rv2502c"	358	685.5	449.5
"putative_sRNA:p2816909_2817374"	10	32	34
"gene:Rv2503c"	234.83	433.33	270.83
"gene:Rv2504c"	286.67	460.67	338
"putative_sRNA:p2819220_2819783"	134	115.5	98.33
"putative_UTR:m2819871_2819952"	32.83	48.83	37.67
"gene:Rv2505c"	154.83	215.5	152.17
"putative_sRNA:p2821285_2821474"	12	18.5	18.5
"gene:Rv2506"	65.33	132.83	77.83
"putative_UTR:p2822360_2822437"	19.33	24.33	16.83
"gene:Rv2507"	762.25	712.67	579.33
"gene:Rv2508c"	108.5	126.5	86.5
"putative_UTR:p2823260_2823685"	267.42	355.33	286
"gene:Rv2509"	395.83	504.17	331.33
"putative_UTR:m2825281_2825487"	70.5	94.33	86.5
"putative_UTR:p2825485_2825570"	51.5	49.83	45.33
"gene:Rv2510c"	260.5	265.33	264.17
"gene:Rv2511"	173	143.5	94.5
"putative_sRNA:p2827941_2829394"	511.5	1010.5	1104.5
"gene:Rv2512c"	9	28.5	23
"putative_sRNA:p2829834_2829914"	31.83	41.67	48.17
"putative_UTR:p2829971_2830160"	63.83	127.33	95.08
"gene:Rv2513"	124.33	239.17	156.17
"putative_UTR:p2830584_2830805"	74	109.17	92.58
"gene:Rv2514c"	15	28.33	19.5
"gene:Rv2515c"	34.83	50.33	34
"putative_UTR:m2832592_2832709"	16.83	27.83	21.83
